Query	UserId	ChatsNum	Answers	Helps
Добрый день!	201517	1	1	0
Здравствуйте. ООО было учреждено единственным участником (физ.лицо) в апреле 2018 года. Уставный капитал – 10 000 р. В декабре 2023 года единственный участник планирует продать данное ООО за 110 млн.р. Вопросы следующие: 1) возникает ли после сделки у бывшего уже учредителя как у физ.лица необходимсоть уплатить НДФЛ с полученных от продажи ООО денег или будет действовать льгота в связи с владением ООО более 5 лет? 2) должен ли бывший учредитель как-то отчитаться перед ФНС по факту продажи ООО ? 3) нужно ли обосновать цену сделки, например получить отчет оценщика о стоимости бизнеса по продавае	12542853	1	0	0
спасибо	442820	1	1	1
как работать с самозанятыми?	957296	1	1	1
Добрый день! Увеличен уставный капитал за счет нераспределенной прибыли прошлых лет. Надо ли платить какие-нибудь налоги?	6174987	1	0	0
Добрый день,	15985937	1	1	0
добрый день. Можно ли отказаться от льготы по НДС при реализации жилья	9190752	1	0	0
тест	1520570	1	1	1
подскажите можем ли мы декларации по ндс сдать на бумажном носителе?	5863340	1	1	0
Добрый день, трудовой договор на внешненго совместителя есть в системе?	1657828	1	0	0
Что такое микрообучение?	20902920	1	1	1
добрый день. тема налог на имущество физ лиц. в каждом регионе есть перечень объектов по которым применяется для расчета налога кадастровая стоимость, а если объект в данном списке отсутствует, может ли физ лицо применить какую то иную льготу или расчет налога по сниженным ставкам?	7524109	1	0	0
ДОБРЫЙ ДЕНЬ! ССЫЛКА НА ЗАПОЛНЕНИЕ 6-НДФЛ ЧЕТКАЯ. ОСОБЕННО РАЗДЕЛ 2	310516	1	0	0
добрый день	281849	1	1	0
добрый день! купили запчасть, списали на автомобиль, спустя полгода вернули по гарантии, как отразить в учете?	9434277	1	0	0
я вот и хочу понять. как их потом удержать?	154652	1	0	0
Привет	16738480	1	0	0
добрый день	11328622	1	1	0
Добрый день. Наша сотрудница решила прервать отпуск по уходу за ребенком до 1, 5 лет и выйти на работу на неполный рабочий день. Должны мы уведомить ПФ или ФСС? и в какой форме	909913	1	0	0
Здравствуйте. Мы платим по лицензионному договору о предоставлении прав на изобретение, лицензиар опять подымает стоимость. Подскажите, пожалуйста, есть ли размер у лицензионного вознаграждения ?	2412411	1	0	0
Образец акта передачи сотруднику спец одежды и СИЗ	6568152	1	0	0
добрый день При оплате организации по исполнительному лицу за сотрудника какой статус ставить с 1 октября 2023 в платежном поручении?	9614044	1	0	0
Здравствуйте. Подскажите пожалуйста. Если у сотрудника иностранца закончился патент и он его продлил. С тем же номером, только дата поменялась до какого, Что нужно делать кадровику и бухгалтеру? Уведомлять?Увольнять? или просто сотрудник продолжает свою работу?	5480358	1	0	0
"Добрый день. Подскажите пожалуйста, какой код нужно ставить в платежке в ""статус плательщика"" , если ИП платит за работника?"	15484585	1	0	0
Согласна	2891204	1	0	0
благодарю Вас	3323593	1	1	1
Добрый день. ФЛ является наемным работником. Может ли от одновременно быть самозанятым?	2987979	1	1	0
тест	548975	1	1	1
Добрый день. ООО на ОСНО. Умер сотрудник организации. Директор купил венок на погребение за нал.расчет(есть кассовый чек). Имеем ли мы право провести по авансовому отчету чек на венок и включить его в расходы по налогу на прибыль. И не будет ли эта сумма облагаться 13%-НДФЛ ? Спасибо.	15321251	1	0	0
Добрый день, какие проводки при продажи машины через салон.	1523076	1	0	0
изменения октября	3338340	1	1	1
Добрый день. подскажите пожалуйста, сотрудника призвали в армию, мы должны ему выплатить выходное пособие по призыву в армию (НЕ МОБИЛИЗАЦИИ), облагается ли данное пособие налогами и как отразить в бухучете?	2319660	1	0	0
Добрый день! Скажите, пожалуйста, мы можем заключить новый трудовой договор с уже работающим сотрудником (у которого уже есть трудовой договор) или всё же правильнее будет сделать допсоглашение к уже имеющемуся договору?	1583608	1	0	0
Добрый день!	17232845	1	1	0
Уже несколько раз писала комментарий к ответу эксперта, но он почему-то исчезает...	5248461	1	0	0
На Объект строительства (газопровод) оформили право собственности, но использовать объект будут в следующем налоговом периоде. В какой момент организация должна включить стоимость в налогооблагаемую базу по налогу на имущество?	20928053	1	0	0
Добрый день! Во втором квартале ошибочно не выставили аренду покупателю. ОСНО. Каким числом и как правильно поправить ошибку?	12494070	1	0	0
Добрый день, подскажите как правильно оформить обучение сотрудников без отрыва от работы	20879145	1	0	0
Добрый день! Подскажите пожалуйста, если гражданин Белоруссии покупает недвижимость в России, затем продает,	10029686	1	0	0
Добрый день. Какой код дохода выбрать при выплате премии к дню работников сельского хозяйства	4257764	1	1	1
можем вернуть в счет займа. так как он предоставлял в ООО?	154652	1	0	0
Добрый день! Подскажите по компенсационным выплатам за разъездной характер работы есть какие-то лимиты? По России? За ее пределами?	7460303	1	0	0
Добрый день. сотрудник на суммированном графике работы. с 03.07. по 31.07 он в отпуске. ( 1 и 2 июля календарные выходные дни). Какова норма часов у него будет в июле?	18189187	1	0	0
ставка усн доходы в г. Истра ((Московск обл) есть ли льшоты	11179296	1	0	0
Добрый день, если в договоре с контрагентом не прописан электроный документооборот нужно делать доп соглашение?	6865132	1	0	0
Cgfcb,j	12405287	1	0	0
день добрый	1891885	1	1	0
Добрый день! Да, мы согласны. Спасибо!	3863247	1	0	0
Сотрудник застрахованный по ДМС уволен в середине года. в расчет налога на прибыль не принимается вся сумма страховой премии уплаченная за этого сотрудника или пропорционально отработанному времени?	16709199	1	0	0
Здравствуйте, как подать уведомление в ИФНС чтобы списали ПФ фиксированные взносы ?	17006159	1	0	0
Добрый день Вопрос: Сотрудник уволился проработав полгода , через два месяца устроился Это в течение одного налогового периода. Как это данные операции провести в РСВ	2851749	1	0	0
Доброй день, нашей компании были оказаны транспортно-экспедиционные услуги по перевозки груза из Индии в Москву. перевозчик выставил нам счет-фактуру со ставкой НДС 0%. Наша компания ы=в свою очередь перевыставила эти транспортные расходы покупателю. Я должна сделать	4921667	1	0	0
Здравствуйте, при оформлении упд по транспортным услугам грузоперевозчика нужно проставлять строку Грузоотправитель и его адрес Грузополучатель и его адрес.	225734	1	0	0
"Добрый день. Наша организация создает объект ""Комплекс межсетевого экранирования"" ( средство защиты информации) силами подрядной организации. Подскажите код ОКОФ и срок полезного использования этого ОС?"	20889393	1	0	0
Может ли организация учесть в составе своих расходов затраты по кассовым чекам, выданным подотчетнику как физлицу, то есть без реквизитов организации-покупателя?	4476645	1	0	0
Добрый день! ИП ликвидирован. Нужно сдать декларацию по УСН за 2023 г. по шаблону 0301 4011. Нужен этот шаблон.	4285827	1	0	0
Здравствуйте! В каких случаях затраты по налогу на землю, включаются в стоимость строящегося основного средства.	1506019	1	0	0
Здравствуйте. если Ип продает авто, но у него патент был, деньги за патент можно вернуть?	12847109	1	0	0
Добрый день, подскажите, если учредитель не является работником в ООО может ли он принять по себе представительские расходы (гостиница, проезд, ресторан и т.п.) ездил для заключения контракта	1951145	1	0	0
Добрый день! Мы оптовики пива. Хотим продавать в Казахстан. Можем ли мы возместить акциз, выставленный нам производителем?	7876016	1	0	0
при реализации- когда НДС исчисляется налоговым агентом, может быть сначала реализация , а потом оплата? или должен быть всегда аванс?	4292846	1	0	0
Добрый день!	19773204	1	1	0
добрый день	20943964	1	1	1
Здравствуйте. Можно пересчитать налог УСН 6% за 1 квартал и уменьшить налог на фиксированные взносы ИП за год вперед ,а заявление на уменьшение УСН в счет фиксированных страховых надо подавать за 1 квартал задним числом или не надо его подавать,?	432894	1	0	0
добрый ден	12025529	1	1	0
Добрый день! Подскажите пожалуйста нужно ли ИП передавать данные по сотрудникам в военкомат? и какая ответственность за непередачу данных?	19732028	1	0	0
ЕНП 2023	18474471	1	1	1
Добрый день! Как правильно начислить резерв по отпускам?	2851317	1	1	0
Добрый день, коллеги! Подскажите пожалуйста, нужно ли сдавать фитнес клубу сдавать форму 1-ФК	249822	1	0	0
Добрый день! Если сотрудник остался после командировки по личным делам, за чей счет обратные билеты?	10548605	1	0	0
Здравствуйте!	1846124	1	1	1
Добрый день. Может ли ИП наделять правом подписи на первичных документах (накладные приемки -ТОРГ-12, приходные ордера М-4)- кладовщика, являющегося сотрудником организации, а так же менеджера, осуществляющего отгрузку товара на УПД? Какой документ наделяет их этим правом?	614874	1	0	0
может ли налоговая списать с ЕНС ИП транспортный налог физ.лица ( его же ИП)	6120599	1	0	0
а налоговая продолжает писать, почему разница между 6 ндфл и рсв	151985	1	0	0
согласна	7552952	1	0	0
Добрый день	550134	1	0	0
какие документы оформлять при отгрузке товара в Армению?	5499799	1	0	0
изменения в октябре 2023	14234533	1	1	1
как закрыть патент раньше срока окончания патента?	16045243	1	0	0
если иностранец получил вид на жительство в россии он является резидентом?	8941276	1	0	0
мы продаем в озон ( отдаем на комиссию). если озон продает наш товар юр лицу со с/ф. Кто должен выставлять с/ф?	9404255	1	0	0
Добрый день, предприятие (плательщик НДС) приобретает металлолом. Например, стоимость металлолома 100 000 руб., НДС уплачивает налоговый агент. Как в бухгалтерском учете предприятия отражаются операции: начисление НДС, уплата НДС, принятие НДС к вычету при приобретении металлолома.	232898	1	0	0
Добрый день! Согласно пункту договора, возможно расторжение договора в одностороннем порядке, если договор расторгается в одностороннем порядке по инициативе Заказчика внесенный аванс на выполнение работ не возвращается. Как в таком случае учесть списание внесенного аванса в учете у Заказчика?	19053066	1	0	0
здравствуйте! Как при переходе на УСН учитываются полученные %% по займам, которые ранее при применении ОСНО учитывались в доходах методом начисления - ежемесячно?	3143117	1	0	0
можете скинуть образец соглашения о перемени лиц в обязательстве?	310823	1	0	0
"в продолжении вопроса. В бухучете финансовую помощь участников и акционеров учитывают, как правило, через счет 83 «Добавочный капитал».
А как позже закрыть 83 счет в дочерней компании?"	11833563	1	0	0
нам выполнили ремонт крыши, подрядчик выставил акт выполненных работ, указал свои услуги + материалы подрядчика. Вопрос я правильно понимаю, что если подрядчик использует свои материалы он должен выставить акт на услуги+ товарную накладную на материалы, которые он использовал?	8085006	1	0	0
"Добрый день. Работник возвратился из командировки, при этом в счете гостинице в стоимость проживания включен отдельной строкой услуг 
питания Нужно ли платить суточные, НДФЛ и страховые взносы с питания в чеке?

«"	16281804	1	0	0
спасибо!	1828337	1	0	0
на имя ооо пришел запрос от ведущего дознавателя службы судебных приставов просят предоставить договор. в рамках которого нашей организацией были получены ден. средства от оао. мы продали им одноразово новогодние подарки. деньги получили на р/счет. накладная подписана покупателем. обязаны ли мы предоставлять документы? можно без договора. т.к. поставка была единичная	12529888	1	0	0
внутрений аудит по основным средсвам	20929596	1	1	1
"Добрый день.
ИП зарегистрирован в г.Москва, фактическая деятельность ведется в Московской области. Есть договор аренды помещения для ведения деятельности в Моск.обл.
Ставку какого региона по МРОТ должен соблюдать ИП при найме сотрудников."	20463637	1	0	0
ООО покупает автомобильв лизинг. Директор едет в командировку для получения автомобиля. Увеличивают ди командировочные расходы стоимость предмета лизинга? или это прочие расходы? иможно списать единоразово?	2139868	1	0	0
"Что значит понизить стату ЭЛН до ""030"", это значит больничный закрыт? Больничный и так был закрыт до оплаты, его статус ""030"""	15980358	1	0	0
Добрый день. подскажите пожалуйста, нужно ли получать лицензию для перевозки пассажиров (такси),	235874	1	0	0
ретробонус покупателю непродовольственных товаров, как отразить в учете gjcnfdobrf	19268433	1	0	0
"ИНН 2308199248 КПП 230801001 ООО ""СМ"""	19107101	1	0	0
Добрый день. Образец договора аренды спортивного зала для сотрудников между самозанятым и организацией	15996293	1	0	0
Продали квартиру НЕ единственное жилье, в собственности ТРИ года, и купили новую, что больше по площади. Надо ли будет платить налог?	18068958	1	0	0
Добрый день! У одного из наших учредителей (ООО) сменился директор , нужно ли что то менять в учредительных документах?	4146845	1	0	0
тест	20404916	1	1	1
тест	3103322	1	1	1
Добрый день, у ИП на УСН с объектом «доходы» нет штатных сотрудников. есть работники по договорам ГПХ. Можно ли брать в вычет для расчета налога УСН сумму выплаченных страховых взносов с ЗП работников по ГПХ?	536465	1	0	0
Добрый день. А стоимость, за которую продавец приобрел ОС указывается с НДС или без НДС	19781213	1	0	0
изменения сентября	3766446	1	1	1
Добрый день. Разбираю вопрос по заполнению декларации по ндс при экспорте.	128247	1	0	0
Добрый день. Подскажите как правильно вернуть товар. Сделать УПД на возврат или попросить корректировочную счет фактуру у продавца	770517	1	0	0
ИП собственник помещения сдает своей дочери помещения безвозмездно, будет ли освобождаться данная операция от ндфл (как доход в натуральной форме) так как они близкие родственники?	1502794	1	0	0
как узнать по юр адресу организации к какому военкомату она относится г. Санкт Петербург, куда подавать документы по воинскому учету?	3788811	1	0	0
"Добрый день !

При подаче декларации с убытком в любом случае налоговая имеет право требовать пояснения по расчету. А первичку имеют право ?"	7814348	1	0	0
Образец Решения учредителя о списании недостачи за счет нераспределенной прибыли	13476467	1	0	0
Добрый день!	7929213	1	1	1
изменения с октября	1886362	1	1	1
Здравствуйте! Пришел исполнительный лист, когда организация должна отправить уведомление приставу	11652831	1	0	0
здравствуйте подскажите пожалуйста дается ли льгота матери ребенка, который учится на очном отделении института (остался на второй год) ребенку давалась льгота	5618950	1	0	0
Ответ жду конечно	20921421	1	0	0
Добрый день, Можно ли уменьшить усн доходы на доп взноы в ПФ по вредным условиям труда?	3832541	1	0	0
Добрый день! Интересует вопрос по отражению операций по списанию имущества (материалы, основные средства), приобретенного за счет средств субсидий	3144783	1	0	0
Добрый день! Прошу помочь. Можно ли в середине года перейти ИП с налогообложения УСН 6% на УСН 15%?	8182959	1	0	0
отчет по воинскому учету сотрудников в военкомат	96939	1	0	0
Добрый день. Сотрудник работает по графику 12ч день/12 часов ночь, отсыпной, выходной во вредных условиях (класс 3.2). Можно ли его привлечь к работе с его согласия на 4 часа (с 8.00 до 12.00) перед ночной сменой ( т.е.получится он отработает с 08.00 до 20.00 (свою дневную смену), потом на следующий день выйдет сначала с 08.00 до 12.00, а вечером с 20.00 заступит на свою ночную смену) ?	3638498	1	0	0
"Добрый день! Организация выявила на складе тару. Тара пришла с товаром и включена в его стоимость. Товар списан в прошлом году. Тара товарного вида и материальной ценности не имеет. Планируется ее вывезти для утилизации.

Вопрос: требуется ли принимать на учет и оценивать данную тару? Как отразить вышеизложенные операции в бухгалтерском и налоговом учете."	18561591	1	0	0
Добрый день! Подаются ли сведения по форме сзв-тд при переводе из одного отдела в другой. Должность не меняется.	17898706	1	0	0
Спасибо!	19781213	1	0	0
спасибо	4189177	1	1	1
добра!	16988875	1	0	0
Добрый день! Подскажите пожалуйста ответ на такой вопрос: на основании чего управляющая компания в сфере ЖКХ может не выставлять акт выполненных работ по услуге капитальный ремонт?	4579039	1	0	0
Анна, вводные данные изменились	898907	1	0	0
Добрый день. Организация оплатили канц. товары и их доставку. В УПД услуги доставки выделены отдельной строкой. Подскажите, пожалуйста, как правильно учесть канц. товары. Нужно ли включать стоимость доставки в стоимость канц. товаров или можно ее списать на расходы отдельно?	439775	1	0	0
Добрый день. Является ли обязательным условием указание в процентном договоре займа между ИП и ООО сроков уплаты процентов?	4344571	1	0	0
подскажите, каким документом контрагент должен подтвердить, что он плательщик НДС?	1736768	1	0	0
Добрый день. Подскажите, пожалуйста, по следующему вопросу. С Обществом заключен договор субаренды склада, по которому Общество обязано Арендодателю компенсировать расходы по страхованию, а именно, по договору страхования профессиональной ответственности оператора склада. Является ли этот вид страхования обязательным? Можно ли учитывать эти расходы в целях налогообложения на прибыль?	662172	1	0	0
ДОБРЫЙ ДЕНЬ	13378669	1	1	1
добрый ень, справочник по отчетности	20576657	1	1	1
ДОБРЫЙ ДЕНЬ СПРАВОЧНИК ПО ОТЧЕТНОСТИ	1656999	1	1	1
Добрый день.У нас взяты в аренду транспортные средства у сотрудников.Надо ли с 01.09.23г. указывать в этих путевых листах СНИЛС?	2339446	1	0	0
Добрый день! ситуация: организация не ведет хозяйственную деятельность с 2020 года. У организации есть поставщик услуг (которому оплатили деньги в 2019г), который должен либо вернуть деньги, либо оказать услугу. В 2023 году выяснилось, что этот поставщик ликвидирован в 2021 году. Вопрос: Можно ли списать дебетовую задолженность поставщика? Можно ли не учитывать эту операция в НУ ?	6498009	1	0	0
добрый день. при расчете больничного листа берем зп за 2 предыдущих года. в 2022 году по справке 2ндфл зп за декабрь не вошла в 22 год, а вошла в 23 год. как поступать в данном случае? при расчете больничных листов берем зп полностью начисленную или опираемся на справки 2ндфл?	1706158	1	0	0
Добрый день! Приобрели у иностранного поставщика контейнер, бывший в эксплуатации. Год выпуска 2005. Контейнер будет принят к учёту как основное средство. Какой срок полезного использования можно установить для контейнера, если он относится к 6-ой амортизационной группе.	19736901	1	0	0
,	869764	1	0	0
Добрый день. Можно ли учитывать в расходах амортизацию асфальтированной площадки на прилегающей территории к арендуемому помещению?	5415249	1	0	0
Добырй день.	18500817	1	0	0
тест	671655	1	1	1
Добрый день	2014933	1	1	0
вопрос	18592034	1	0	0
Здравствуйте, на какой счет забаланса списывать НМА с признаками несущественности (до 100 тыс руб) по ФСБУ14?	17651084	1	0	0
Добрый день. Подскажите пожалуйста. Может ли директором быть один и тот же человек одно предприятие на сельхоз налоге второе на ОСНО с НДС? чем это грозит если они между собой будут работать	18726081	1	0	0
Добрый день, не могу найти информацию сдавать или нет персонифицированные сведения на гражданина Белоруссии по авторскому договору	631214	1	0	0
Спасибо!	622432	1	1	1
"ИП применяет УСН (Д-Р). С 4 кв. переходит на ОСНО, т.к. переваливает по выручке лимит.. Получается он становится плательщиком НДС и 3-НДФЛ.
Как ему заполнить декларацию 3-НДФЛ в такой ситуации, указывать всю выручку и расходы за целый календарный год?"	317261	1	0	0
вознаграждение покупателя за оборот - облагается ндс?	2237023	1	1	1
Добрый день. Подскажите пожалуйста. У нас был проект по гранту, сооисполнителем была финская компания. Все проекты остановлены. Наш учредитель согласно указу президента (ДС) поставил задачу- закрыть проект. Мы отправили авансы финской стороне. Получили несколько отчетов, которые закрывали аванс. И у нас остался остаток незакрытого аванса на сч 76.9- дебиторка. Как ее списать?	20921321	1	0	0
что делать если не сходятся уведомления с отчетом 6-ндфл	20661938	1	0	0
добрый день	792612	1	1	0
"То ли Вы меня не поняли, то ли я не понимаю). Выше мне ответили: ""Если пособие переплатили, застрахованное лицо должно вернуть пособие работодателю, а организация – в СФР. Чтобы переоформить пособие, нужно понизить статус ЭЛН до «030». Для этого работодатель должен направить в свое региональное отделение фонда заявление на изменение статуса ЭЛН. Потом необходимо оформить дубликат больничного, на его основании заново направить данные в фонд, чтобы он произвел корректную оплату."". В этом случае, как я могу понизить статус больничного до ""030"", если больничный и так со статусом ""030"" и уже оплаче"	15980358	1	0	0
Добрый день. Имеет ли покупатель налоговые риски если поставщик выставил УПД в одних единицах измерения, а покупатель приходует у себя в учете в других единицах измерения	711858	1	0	0
Спасибо за ответ.	19091287	1	1	1
Добрый день. Можно ли устроить сотруднтика по совместительству, если у него нет основного места работы.	6466738	1	0	0
справочник по отчетности	17312822	1	1	1
добрый день, подскажите пожалуйста, произошла кража материалов которые числятся на забалансе (инвентаризация проведена), как провести в учете кражу? решения суда еще нет.	18612649	1	0	0
Добрый день, ИП на УСН Доходы, сотрудников нет. Как правильно брать в вычеты фиксированные страховые взносы на себя за 23 г. и 1% свыше 300 тыс.руб за 2022 г. Фиксированные не оплачивали и не брали в вычет. В расчете за 9 месяцев сколько можно принять в вычет?	228507	1	0	0
"В организацию оформляется сотрудник (гражданин Таджикистана) Говорит ,что работал в России по бумажной ТК, но забыл ее у себя на родине(естественно за ней не поедет, может и вовсе потерял, какого она образца неизвестно).Ни в какие СФР и предыдущие места работы за документами не пойдет, а принять его надо.

Вопрос: Можно ли ему сразу завести электронную трудовую книжку (по его заявлению: что старая утеряна, хочет вести ЭТК) и принять на работу? или надо (по заявлению об утери) заводить новую БУМАЖНУЮ ТК?И как тогда оформить
новую ТК, ведь сведений с пред мест работы не будет у меня, надо л"	20575304	1	0	0
Здравствуйте! Помогите пожалуйста	2352009	1	1	0
Добрый день. Сотрудник отпускные получил 30.06.2023 за три дня до получения отпуска, отпуск с 05.07.23 по 18.07.2023. Как отразить данный отпуск в НДФЛ 6	4116691	1	0	0
спасибо	17421440	1	1	0
Добрый день.	18437170	1	1	0
Добрый день. Вопрос по аренде. ООО на УСНО арендует у своего учредителя (доля 49%) помещение на условиях безвоздмездного пользования. Каковы налоговые последствия такой аренды?	1660819	1	0	0
Добрый день. Если компания применяла усн, а потом перешла на ОСНО, то доходы, полученный по реализациям, выставленным в период применения УСН, но полученные с момента перехода на ОСНО каким налогом будут облагаться?	4166282	1	0	0
Что значит первоначальный воинский учет?	4082048	1	0	0
Добрый день, приобрели товар. через некоторое время по причине поломки нам произвели замену по гарантии. Какими документами оформляется данная операция	825001	1	0	0
Добрый день, Учредитель вносит материал в состав имущества ООО по договору ссуды для использования его в производственной деятельности. Договор ссуды % предусматривает возврат учредителю денежной стоимости с учетом %. Как правильно отразить в бухгалтерском и налоговом данную проводку. и как корректно составить договор ССУДЫ - процентный	20656234	1	0	0
Здравствуйте. По договору поставки в цену товара включается расходы по доставке товара в место назначения. Доставка товара покупателю (нам) производится транспортом поставщика. Кого указывают в строке Заказчик(плательщик) в ТТН во 2 транспортном разделе?	4675852	1	0	0
Добрый день! Работнику по договору дарения организация подарила квартиру,которая была в собственности организации 10 лет. База по НДФЛ с какой стоимости для работника? По остаточной,рыночной или кадастровой?	7016075	1	0	0
Добрый день! Входит ли период отпуска по уходу за ребенком до 1,5 лет в расчет ежегодного основного оплачиваемого отпуска, если сотрудник в этот период работал неполный рабочий день.	182785	1	0	0
Добрый день.Выставляем счет покупателю в валюте (USD). Отгрузка товара УПД 31.08.23г. по курсу на 31.08.23г. Товар вместе с документами отправляем транспортной компанией. Покупатель получает товат 04.09.23г. и приходует его по курсу 04.09.23г. В договоре покупатель становится собственником товара в момент получения . Из за этого у нас расхождения в цене товара. Как быть? Ведь поставщик не может на перед сделать документы. Пожалуйста поставьте точку в этом вопросе, кто из нас прав	1822243	1	0	0
организация решила огранизовать бесплатные обеды для сотрудников . как организовать учет . можно ли включить это в расходы по прибыли	14934257	1	0	0
Добрый день! Правильно понимаем, что в связи с выходом Письма МФ России от 12.07.2023 № 03-03-06/2/65088, если контрагента исключили из реестра из-за недостоверных сведений, то безнадежный долг можно списать на основании приказа и включить во внереализационные расходы (подп. 2 п. 2 и п. 5 ст. 265 НК)? Или возможны споры с налоговыми органами, т.к. ранее была иная точка зрения?	5972902	1	0	0
директор ООО становится единственны учредителем этого же ООО, надо направлять какие-то документы в налоговую ?	2880220	1	0	0
программа инструктажа для диспетчерского, оперативного, оперативно-ремонтного и ремонтного персонала по электробезопасности	19694568	1	0	0
Добрый день! Подскажите пожалуйста, как правильно отразить в бухгалтерском учете участие в онлайн -конференции, связанной с трудовым законодательством РФ. Спасибо.	18883341	1	0	0
добрый день. есть ли примеры пояснений в ИФНС по дивидендам	9826221	1	0	0
Тест	468572	1	1	1
Добрый день. Авансовый отчет утвержден 28 сентября. В авансовом отчете есть сверхнормативные суточные. Мы считаем, что дата признания дохода - 30 сентября. Налог мы должны перечислить до 28 октября. Правильно ли мы понимаем?	19200711	1	0	0
Добрый день	1710682	1	1	0
Здравствуйте!!!!При увольнении работника,мы обязаны ли оплатить больничный лист и за какой период?	545610	1	1	1
КБК транспортный налог 2023	1971225	1	1	1
Добрый день, подскажите Лимиты по УСН на 2024 год , уже утверждены, или еще их нет?	19233427	1	0	0
Это я уже сама новый вопрос создала, после того, как исчез комментарий 2 раза.	5248461	1	0	0
Спасибо	17643407	1	1	0
ntcn	17812691	1	1	1
Вопрос по отчету 6 ндфл, строка 110 отличается от строки 112 (в большую сторону), в этом периоде мы выплачивали физическим лицам за аренду имущества, подскажите правильно ли сформировался отчет, строка 110 больше строки 112 как раз на эту сумму. Но все равно переживаю, вдруг что то не так....	20909604	1	0	0
